id,gender,monetary,recency,frequency,duration,purchase
11863,F,135,14,1,14,0
11864,F,111,30,1,30,0
11865,F,170,12,1,12,0
11866,F,165,14,1,14,0
11867,M,272,4,7,36,0
11868,F,170,6,1,6,0
11869,F,288,20,1,20,0
11870,F,31,2,2,10,0
11871,M,238,16,6,32,0
11872,M,187,34,9,52,0
11873,M,51,2,2,8,0
11874,F,462,4,11,48,0
11875,F,119,8,1,8,0
11876,F,304,6,1,6,1
11877,F,173,16,8,56,0
11878,M,238,24,1,24,0
11879,F,177,14,1,14,1
11880,F,44,14,2,20,0
11881,M,225,4,7,34,0
11882,F,325,10,5,30,0
11883,F,297,6,5,24,1
11884,F,307,30,8,76,0
11885,F,356,8,9,40,0
11886,M,152,16,9,66,0
11887,F,169,18,11,76,0
11888,F,303,6,4,20,0
11889,F,361,6,6,36,1
11890,F,137,14,2,22,0
11891,F,153,6,1,6,0
11892,F,315,16,5,28,0
11893,F,112,16,1,16,0
11894,F,192,26,5,38,0
11895,M,387,4,6,18,1
11896,F,205,16,10,72,0
11897,F,245,30,1,30,1
11898,F,48,8,2,14,0
11899,M,116,14,2,22,0
11900,F,92,24,6,52,0
11901,M,388,14,10,54,0
11902,F,276,16,2,20,0
11903,F,72,10,2,14,0
11904,F,178,6,2,12,0
11905,F,184,2,2,8,1
11906,F,278,32,11,84,0
11907,M,320,12,6,36,0
11908,M,219,18,1,18,0
11909,M,65,6,2,12,0
11910,F,345,32,11,54,0
11911,F,58,8,2,14,0
11912,F,182,16,1,16,0
11913,F,378,28,11,82,0
11914,F,67,10,2,14,0
11915,F,284,16,2,22,0
11916,F,210,30,2,32,0
11917,F,62,8,1,8,0
11918,F,237,6,4,16,1
11919,F,89,10,2,16,0
11920,F,92,14,2,16,0
11921,F,321,16,2,20,0
11922,M,70,10,2,14,0
11923,M,60,14,4,32,0
11924,F,202,14,1,14,0
11925,F,255,10,2,14,0
11926,F,172,22,9,44,0
11927,F,264,6,7,40,0
11928,F,132,18,1,18,0
11929,M,230,2,11,54,0
11930,F,237,30,2,34,0
11931,F,184,4,1,4,0
11932,F,68,4,2,12,0
11933,F,107,18,1,18,0
11934,F,128,14,2,16,0
11935,F,155,10,2,18,0
11936,M,213,10,2,14,0
11937,F,175,8,1,8,0
11938,F,319,12,2,16,0
11939,F,280,8,1,8,0
11940,F,42,22,1,22,0
11941,M,438,12,11,76,0
11942,F,374,14,5,34,0
11943,F,64,16,1,16,0
11944,F,209,24,9,76,0
11945,F,467,10,12,44,1
11946,F,389,10,8,54,0
11947,F,231,12,11,48,1
11948,F,214,16,7,42,0
11949,M,184,4,2,6,0
11950,F,273,14,5,30,1
11951,F,285,10,2,16,0
11952,M,304,22,9,56,0
11953,F,326,4,2,10,0
11954,M,142,10,2,14,0
11955,F,186,24,9,60,0
11956,F,168,6,2,12,1
11957,F,299,6,2,8,0
11958,F,113,12,1,12,0
11959,M,223,36,10,76,1
11960,F,58,2,1,2,0
11961,M,211,10,2,16,0
11962,M,61,10,3,20,0
11963,F,201,20,12,64,0
11964,F,279,4,1,4,0
11965,M,125,14,1,14,0
11966,F,262,30,1,30,1
11967,F,314,28,5,40,0
11968,F,163,10,2,12,0
11969,F,319,6,2,8,0
11970,F,107,8,2,14,0
11971,F,426,6,11,34,0
11972,F,137,16,2,18,0
11973,F,256,6,2,12,0
11974,M,150,34,2,36,0
11975,F,300,14,7,46,0
11976,F,176,14,7,40,0
11977,F,194,14,2,22,0
11978,M,135,16,1,16,0
11979,F,237,12,1,12,0
11980,F,295,10,1,10,1
11981,F,164,28,2,32,0
11982,M,340,12,9,42,0
11983,F,217,14,8,36,0
11984,F,239,8,1,8,0
11985,F,321,12,10,46,0
11986,F,328,6,4,16,0
11987,F,277,16,1,16,0
11988,M,63,2,1,2,0
11989,F,18,32,1,32,0
11990,M,75,10,1,10,0
11991,M,286,14,2,18,0
11992,F,202,34,1,34,0
11993,M,283,4,9,42,0
11994,M,45,14,2,16,0
11995,F,336,10,8,28,0
11996,F,87,10,3,24,0
11997,M,322,10,2,16,0
11998,F,260,14,2,22,0
11999,F,282,20,1,20,0
12000,F,329,32,5,58,0
12001,F,194,14,6,46,0
12002,M,298,16,1,16,0
12003,F,232,10,2,12,0
12004,M,220,20,4,38,0
12005,M,223,10,1,10,1
12006,F,279,6,1,6,0
12007,F,273,10,7,42,0
12008,M,298,24,6,44,0
12009,F,139,4,2,12,0
12010,F,94,10,2,12,0
12011,F,214,6,2,12,0
12012,M,307,36,2,44,0
12013,F,276,4,1,4,1
12014,M,115,4,2,12,1
12015,M,248,14,1,14,0
12016,F,165,2,3,12,0
12017,F,261,16,1,16,0
12018,M,153,14,10,64,0
12019,F,95,4,2,8,0
12020,F,68,16,1,16,0
12021,F,235,16,2,22,0
12022,F,254,14,6,38,0
12023,F,287,6,1,6,0
12024,F,36,6,2,10,0
12025,F,315,16,2,18,0
12026,F,159,6,1,6,0
12027,F,298,12,11,72,0
12028,M,282,8,2,14,0
12029,M,171,4,2,10,0
12030,M,158,10,4,26,0
12031,F,171,4,1,4,0
12032,M,195,18,2,20,0
12033,M,221,14,1,14,0
12034,F,273,10,1,10,0
12035,F,283,24,2,30,0
12036,F,266,22,2,26,0
12037,F,247,12,2,18,0
12038,M,427,30,12,98,1
12039,F,230,4,7,40,0
12040,F,125,24,1,24,0
12041,F,297,14,2,22,1
12042,F,49,6,2,12,0
12043,M,298,10,2,16,0
12044,F,228,4,2,10,0
12045,M,323,12,8,56,0
12046,F,88,16,1,16,0
12047,M,283,8,1,8,0
12048,F,157,12,1,12,0
12049,M,133,26,1,26,0
12050,F,182,32,1,32,0
12051,F,347,4,12,38,0
12052,F,300,14,1,14,0
12053,F,427,16,11,74,0
12054,M,296,8,6,32,1
12055,M,46,12,2,16,0
12056,F,306,16,1,16,0
12057,F,342,28,5,42,0
12058,M,287,14,1,14,0
12059,M,90,4,1,4,0
12060,M,303,14,2,18,0
12061,M,96,2,2,10,0
12062,M,363,14,7,42,0
12063,M,214,28,8,46,0
12064,M,203,36,11,84,0
12065,F,234,10,1,10,0
12066,F,107,22,2,30,0
12067,M,198,16,5,36,1
12068,F,191,6,1,6,0
12069,M,163,6,3,22,0
12070,F,160,10,2,16,0
12071,F,161,32,9,70,0
12072,F,241,12,3,20,0
12073,F,178,26,2,28,0
12074,F,146,10,1,10,0
12075,F,173,12,2,14,0
12076,F,309,10,2,18,0
12077,F,113,6,1,6,0
12078,F,216,14,1,14,0
12079,M,374,36,11,66,0
12080,F,384,6,8,52,0
12081,M,109,14,2,20,0
12082,F,252,30,2,36,0
12083,F,299,14,2,18,0
12084,F,398,32,7,50,0
12085,F,125,14,6,46,0
12086,F,264,10,1,10,0
12087,F,287,6,2,10,0
12088,F,200,6,1,6,0
12089,M,297,18,1,18,0
12090,F,275,14,1,14,0
12091,M,234,8,5,24,1
12092,F,184,10,10,66,1
12093,F,234,26,1,26,0
12094,M,280,10,8,34,1
12095,M,257,26,1,26,0
12096,F,120,14,1,14,0
12097,M,145,10,2,18,0
12098,M,102,8,2,12,0
12099,F,210,16,1,16,0
12100,M,207,6,1,6,0
12101,F,291,16,12,52,0
12102,M,301,8,2,10,0
12103,M,401,4,12,70,0
12104,F,268,12,2,18,0
12105,F,220,4,2,8,0
12106,F,345,10,8,44,0
12107,F,263,6,3,24,0
12108,M,282,14,2,18,0
12109,F,160,4,10,34,0
12110,F,162,26,2,34,0
12111,M,414,2,8,46,1
12112,M,72,8,2,16,1
12113,F,162,2,2,10,0
12114,F,346,16,6,48,0
12115,M,313,10,2,14,0
12116,F,315,10,10,46,0
12117,F,296,14,2,20,0
12118,M,258,24,2,32,0
12119,F,260,32,1,32,0
12120,F,240,16,8,52,0
12121,F,340,12,6,30,0
12122,M,287,16,1,16,1
12123,F,91,10,5,26,0
12124,F,441,10,12,72,1
12125,F,206,12,12,38,0
12126,F,84,8,1,8,0
12127,F,217,4,10,54,1
12128,F,274,10,1,10,0
12129,F,122,14,1,14,0
12130,F,384,12,6,40,0
12131,F,178,26,2,32,0
12132,F,43,10,1,10,0
12133,F,50,16,1,16,0
12134,F,142,14,1,14,0
12135,M,42,14,2,20,0
12136,F,72,36,4,54,0
12137,F,96,10,2,12,0
12138,F,373,16,7,46,0
12139,F,434,34,11,66,0
12140,F,250,14,9,42,0
12141,F,263,8,6,28,0
12142,F,218,20,3,34,0
12143,F,281,34,8,66,0
12144,F,271,8,2,12,0
12145,M,305,14,2,18,0
12146,F,374,16,10,46,0
12147,F,217,20,2,28,0
12148,F,214,22,12,78,0
12149,F,111,36,1,36,0
12150,F,119,6,1,6,0
12151,M,232,14,4,30,0
12152,F,328,20,8,58,0
12153,M,92,16,1,16,0
12154,M,126,14,2,20,1
12155,F,95,26,3,32,0
12156,F,242,24,6,58,0
12157,F,252,30,4,42,0
12158,F,238,12,3,28,0
12159,M,335,14,10,68,0
12160,F,318,6,8,42,0
12161,M,196,8,1,8,0
12162,M,278,4,2,10,0
12163,F,478,12,12,82,0
12164,F,75,8,1,8,0
12165,M,318,36,3,42,0
12166,F,210,6,2,8,0
12167,F,300,14,2,22,0
12168,F,150,28,4,40,0
12169,F,272,6,2,10,0
12170,F,176,6,6,38,0
12171,M,95,8,2,12,0
12172,M,34,10,2,16,0
12173,F,239,12,8,58,0
12174,F,233,12,11,68,0
12175,F,252,16,3,30,0
12176,M,343,12,9,66,0
12177,F,253,10,1,10,1
12178,F,141,4,2,12,0
12179,M,280,12,2,14,0
12180,F,256,30,12,80,0
12181,M,339,14,3,30,0
12182,F,51,16,1,16,0
12183,F,125,32,1,32,0
12184,F,329,14,3,24,0
12185,F,79,16,1,16,0
12186,F,89,10,1,10,0
12187,F,199,14,10,40,0
12188,F,30,4,2,12,0
12189,F,263,10,1,10,0
12190,F,162,8,5,32,0
12191,F,54,12,1,12,0
12192,M,155,12,2,20,0
12193,F,308,2,2,10,0
12194,F,220,32,2,36,0
12195,F,75,10,2,12,0
12196,F,151,14,2,22,0
12197,F,230,28,5,54,0
12198,F,96,26,2,28,0
12199,F,125,22,8,44,0
12200,F,17,6,1,6,0
12201,M,138,14,5,30,0
12202,F,302,16,8,44,0
12203,F,173,20,2,28,0
12204,F,364,16,8,60,0
12205,M,206,14,2,16,0
12206,M,209,12,2,20,0
12207,F,309,4,9,56,0
12208,M,45,8,2,14,0
12209,M,192,34,2,40,0
12210,M,251,6,2,14,0
12211,F,180,14,2,18,0
12212,F,329,20,2,24,0
12213,M,212,16,5,38,1
12214,M,258,8,10,44,0
12215,F,163,14,2,18,0
12216,F,153,26,5,54,0
12217,F,189,16,1,16,0
12218,F,87,12,2,14,0
12219,F,307,12,6,26,0
12220,F,260,20,2,22,0
12221,M,217,2,1,2,0
12222,M,253,2,12,70,0
12223,M,296,30,2,32,0
12224,M,126,14,3,28,0
12225,F,305,14,2,22,0
12226,F,124,16,2,22,0
12227,F,167,18,5,32,0
12228,M,412,22,10,58,0
12229,F,90,16,2,18,0
12230,F,360,30,10,74,0
12231,F,393,22,11,44,0
12232,F,191,8,1,8,0
12233,F,75,14,2,22,0
12234,M,77,2,2,4,1
12235,M,181,14,1,14,1
12236,M,61,16,4,38,0
12237,F,117,34,1,34,0
12238,F,80,12,1,12,0
12239,F,177,6,1,6,0
12240,F,301,22,3,30,0
12241,F,295,16,11,80,0
12242,F,239,8,2,12,0
12243,M,122,12,1,12,0
12244,F,28,8,1,8,0
12245,F,318,8,2,10,0
12246,M,109,14,3,22,1
12247,F,266,2,1,2,0
12248,F,238,16,5,38,0
12249,M,355,14,5,34,0
12250,M,156,34,4,58,0
12251,M,238,10,2,14,0
12252,M,381,10,12,70,0
12253,F,260,12,1,12,0
12254,F,356,12,10,62,0
12255,F,187,6,12,58,0
12256,M,214,10,2,18,0
12257,F,415,8,10,62,0
12258,F,103,6,1,6,0
12259,M,238,30,5,44,0
12260,M,312,10,1,10,0
12261,M,300,12,1,12,0
12262,M,148,6,4,20,1
12263,M,243,4,1,4,0
12264,F,177,10,7,46,1
12265,F,300,20,2,26,0
12266,F,115,34,1,34,0
12267,F,203,26,2,28,0
12268,M,40,22,1,22,0
12269,F,247,16,2,18,1
12270,F,176,14,4,36,0
12271,F,355,30,7,54,0
12272,M,141,28,2,30,0
12273,M,129,4,1,4,1
12274,M,133,2,1,2,0
12275,F,203,10,1,10,0
12276,F,205,4,1,4,0
12277,F,199,14,2,20,0
12278,F,157,14,2,22,0
12279,M,273,8,3,16,0
12280,F,296,4,1,4,0
12281,F,77,4,2,10,0
12282,F,125,12,2,16,0
12283,F,316,22,7,50,0
12284,F,56,14,2,22,0
12285,F,322,12,11,38,0
12286,F,88,8,3,16,0
12287,F,116,16,1,16,0
12288,F,94,24,1,24,0
12289,F,103,4,2,12,0
12290,F,196,10,1,10,0
12291,M,33,2,2,4,0
12292,M,397,2,8,34,0
12293,F,258,14,10,66,0
12294,F,121,12,5,32,0
12295,F,16,12,1,12,0
12296,F,384,10,8,46,0
12297,F,123,10,1,10,0
12298,F,284,16,2,20,0
12299,F,90,10,5,38,0
12300,F,49,10,1,10,0
12301,M,306,12,2,20,0
12302,M,195,24,2,32,0
12303,F,307,16,10,40,0
12304,F,107,14,6,36,0
12305,F,26,18,1,18,0
12306,F,112,14,1,14,0
12307,F,286,18,8,40,0
12308,F,443,16,11,46,0
12309,M,260,10,1,10,0
12310,F,298,8,12,60,0
12311,F,212,8,2,16,0
12312,F,249,18,2,26,0
12313,F,53,12,2,14,0
12314,F,301,10,11,62,0
12315,M,60,16,2,24,0
12316,F,217,10,2,16,0
12317,M,183,32,2,40,0
12318,M,143,16,5,44,0
12319,M,179,8,2,16,0
12320,F,289,30,4,44,0
12321,F,225,8,1,8,0
12322,F,217,2,1,2,0
12323,F,147,16,1,16,0
12324,F,232,10,1,10,0
12325,F,133,2,8,20,1
12326,F,207,8,1,8,0
12327,M,242,14,1,14,0
12328,F,221,16,11,62,0
12329,F,35,18,1,18,0
12330,M,212,10,2,18,0
12331,F,359,14,11,40,0
12332,M,147,12,1,12,0
12333,M,101,10,2,12,0
12334,M,250,22,3,36,0
12335,F,144,16,1,16,0
12336,F,267,26,2,28,0
12337,F,52,2,1,2,0
12338,M,182,2,1,2,0
12339,M,329,16,5,36,0
12340,F,163,26,9,48,0
12341,M,90,12,3,26,0
12342,F,192,34,6,52,0
12343,M,193,10,2,18,1
12344,M,227,14,1,14,0
12345,M,44,2,2,10,0
12346,F,178,16,2,22,0
12347,F,307,2,5,20,0
12348,F,352,10,10,48,0
12349,M,234,4,4,28,0
12350,F,233,6,2,12,0
12351,F,208,16,2,20,0
12352,M,211,32,1,32,0
12353,F,224,10,10,62,1
12354,F,89,4,4,18,0
12355,F,177,14,2,18,0
12356,F,271,8,2,16,0
12357,F,237,10,2,16,0
12358,M,35,8,2,10,0
12359,F,294,28,2,30,0
12360,M,329,32,4,42,0
12361,M,189,6,2,14,0
12362,F,46,4,1,4,0
12363,F,134,16,3,32,0
12364,F,89,2,2,8,0
12365,F,18,10,1,10,0
12366,F,35,16,2,20,0
12367,M,236,14,1,14,0
12368,F,159,28,4,52,0
12369,F,323,34,12,70,0
12370,F,295,12,2,16,0
12371,F,210,2,6,36,1
12372,F,39,6,2,10,0
12373,F,115,12,1,12,0
12374,F,173,2,2,4,0
12375,M,264,26,11,64,0
12376,M,419,14,12,50,0
12377,F,153,10,1,10,0
12378,M,87,30,1,30,0
12379,M,351,14,10,46,0
12380,F,353,4,11,54,0
12381,F,215,14,1,14,0
12382,F,305,16,8,60,0
12383,F,218,14,8,48,0
12384,M,179,2,1,2,0
12385,F,33,2,1,2,0
12386,F,140,24,2,30,0
12387,M,73,22,1,22,0
12388,F,273,16,6,38,0
12389,F,319,10,9,54,1
12390,F,409,6,10,42,0
12391,M,132,16,2,22,0
12392,M,135,16,4,26,0
12393,F,196,10,2,18,0
12394,F,320,6,2,12,0
12395,F,283,6,9,44,0
12396,F,229,2,7,18,1
12397,M,307,16,1,16,0
12398,F,435,12,10,34,0
12399,M,120,16,6,48,1
12400,F,70,34,2,36,0
12401,F,97,34,1,34,0
12402,F,202,2,4,14,0
12403,F,194,2,9,36,1
12404,F,140,10,1,10,0
12405,F,74,14,1,14,0
12406,F,103,14,2,18,0
12407,M,191,6,2,10,0
12408,F,374,4,7,18,0
12409,M,204,12,2,20,0
12410,F,310,2,1,2,0
12411,M,185,24,6,38,0
12412,F,319,12,2,16,0
12413,F,178,32,3,44,0
12414,M,306,10,12,50,0
12415,F,138,8,1,8,0
12416,M,258,4,2,12,0
12417,M,229,30,2,32,0
12418,F,237,10,2,16,0
12419,F,87,6,2,14,0
12420,F,169,4,2,10,0
12421,F,198,14,2,16,0
12422,F,81,2,1,2,0
12423,M,283,6,1,6,0
12424,M,261,10,1,10,0
12425,F,238,4,11,40,0
12426,F,372,16,5,28,0
12427,F,133,32,1,32,0
12428,F,273,14,1,14,0
12429,M,231,14,12,54,1
12430,M,104,30,5,52,0
12431,F,174,16,2,22,1
12432,F,317,4,9,22,1
12433,M,191,6,10,56,0
12434,F,209,8,1,8,0
12435,F,285,6,9,56,0
12436,M,244,4,2,6,0
12437,F,235,36,8,64,0
12438,F,31,10,1,10,0
12439,M,123,8,1,8,0
12440,M,281,24,9,50,0
12441,M,405,6,12,70,1
12442,F,394,6,9,36,0
12443,M,113,14,2,20,0
12444,F,276,4,9,26,0
12445,F,297,28,1,28,1
12446,F,352,12,11,78,0
12447,F,261,6,10,54,0
12448,F,315,30,2,32,0
12449,F,185,8,2,12,0
12450,F,320,16,5,42,0
12451,F,134,12,5,30,0
12452,F,237,2,2,6,0
12453,M,285,26,11,60,0
12454,M,91,16,5,42,0
12455,M,213,4,4,22,0
12456,F,202,14,2,20,0
12457,F,242,22,1,22,0
12458,F,250,2,3,8,0
12459,F,184,12,1,12,0
12460,F,235,24,8,50,0
12461,F,332,16,8,48,0
12462,F,234,4,2,12,0
12463,F,257,6,2,8,1
12464,F,178,16,11,72,0
12465,F,140,14,1,14,0
12466,M,199,10,1,10,0
12467,F,63,8,1,8,0
12468,M,186,16,2,22,0
12469,M,308,28,1,28,0
12470,M,61,16,2,20,0
12471,M,208,4,2,8,0
12472,M,35,6,1,6,0
12473,F,45,26,2,34,0
12474,M,252,24,2,32,0
12475,M,77,8,1,8,0
12476,F,124,6,2,10,0
12477,F,167,4,11,58,0
12478,F,22,20,1,20,0
12479,F,383,12,10,42,0
12480,F,82,4,1,4,0
12481,M,32,10,1,10,0
12482,F,159,4,7,18,1
12483,M,225,8,2,12,1
12484,F,132,10,1,10,0
12485,M,412,14,11,76,0
12486,F,302,16,2,22,0
12487,M,287,12,2,16,1
12488,F,97,4,6,22,0
12489,F,306,10,1,10,0
12490,F,266,26,12,68,0
12491,F,176,10,6,32,0
12492,F,404,18,7,38,0
12493,F,286,16,2,22,0
12494,M,155,10,8,44,0
12495,F,225,14,1,14,0
12496,F,202,16,10,74,0
12497,F,81,12,1,12,0
12498,M,70,20,1,20,0
12499,F,392,16,12,80,0
12500,F,170,2,3,18,0
12501,F,311,8,10,46,0
12502,M,215,16,1,16,0
12503,M,90,10,2,14,0
12504,F,289,10,2,14,0
12505,F,297,8,7,22,0
12506,F,347,10,6,28,0
12507,M,26,32,1,32,0
12508,F,188,36,6,62,0
12509,M,236,14,1,14,0
12510,F,353,14,11,62,0
12511,F,43,10,1,10,0
12512,M,46,10,1,10,0
12513,M,266,8,2,10,0
12514,F,59,8,1,8,0
12515,M,99,14,2,16,0
12516,F,181,10,8,28,0
12517,M,268,22,11,70,0
12518,F,275,16,6,38,0
12519,F,216,16,2,20,0
12520,F,134,34,1,34,0
12521,F,194,8,1,8,0
12522,F,322,10,2,12,0
12523,F,252,2,1,2,0
12524,F,113,14,1,14,0
12525,F,156,14,2,20,0
12526,F,297,2,8,20,0
12527,M,415,16,12,68,1
12528,F,121,8,2,12,0
12529,F,268,14,3,24,0
12530,F,254,6,10,58,0
12531,F,69,12,1,12,0
12532,F,146,14,2,18,0
12533,M,228,4,2,6,1
12534,F,255,16,2,22,0
12535,F,133,14,4,32,0
12536,F,142,4,2,6,0
12537,F,225,14,2,18,0
12538,F,268,36,1,36,0
12539,M,376,14,10,58,0
12540,F,300,14,1,14,0
12541,F,232,26,2,30,0
12542,M,269,2,10,50,1
12543,M,174,36,2,38,0
12544,M,131,10,3,16,0
12545,M,191,20,1,20,0
12546,F,170,32,6,46,0
12547,F,201,14,2,20,0
12548,F,192,16,2,24,0
12549,F,296,16,5,28,0
12550,F,124,12,1,12,0
12551,F,78,12,1,12,0
12552,F,162,10,2,18,0
12553,F,188,16,1,16,0
12554,F,380,6,6,26,0
12555,F,173,10,2,18,0
12556,F,168,4,1,4,0
12557,F,41,12,2,18,0
12558,F,308,12,8,58,0
12559,F,229,16,1,16,1
12560,M,169,10,1,10,0
12561,M,399,14,8,50,0
12562,M,446,30,10,62,0
12563,M,183,8,9,44,0
12564,F,130,10,1,10,0
12565,F,425,14,12,58,0
12566,F,292,16,8,62,0
12567,F,110,20,1,20,0
12568,F,309,8,2,12,0
12569,F,235,14,1,14,0
12570,F,36,10,1,10,0
12571,F,273,36,1,36,0
12572,F,98,16,2,24,0
12573,F,315,2,2,10,1
12574,F,204,32,4,44,0
12575,F,291,2,1,2,1
12576,F,161,10,1,10,0
12577,F,45,4,2,6,0
12578,F,241,22,1,22,0
12579,F,176,20,3,36,1
12580,F,295,8,2,14,0
12581,M,31,28,2,36,0
12582,F,279,10,2,16,0
12583,F,230,12,5,26,0
12584,F,211,10,5,24,0
12585,F,342,12,9,42,0
12586,M,321,16,10,46,0
12587,F,216,26,6,50,0
12588,F,201,4,4,26,0
12589,F,322,12,12,74,1
12590,F,97,12,2,20,0
12591,M,326,22,4,38,0
12592,M,325,6,2,10,0
12593,M,325,4,2,12,0
12594,F,131,8,6,30,0
12595,M,208,28,9,60,0
12596,F,51,8,2,14,0
12597,M,120,8,5,32,0
12598,F,300,20,12,62,0
12599,M,210,16,1,16,0
12600,F,357,2,10,38,1
12601,M,328,10,3,28,0
12602,F,303,28,2,32,1
12603,M,166,16,1,16,0
12604,F,44,16,2,18,0
12605,F,29,16,1,16,0
12606,F,159,4,2,10,0
12607,F,172,24,4,46,0
12608,F,189,18,3,32,0
12609,F,248,6,2,8,0
12610,F,93,4,2,10,0
12611,F,125,8,1,8,0
12612,F,34,10,2,12,0
12613,M,296,4,9,34,0
12614,F,252,14,2,20,0
12615,F,241,10,2,16,1
12616,M,130,14,2,22,0
12617,M,147,2,5,20,0
12618,F,194,8,2,12,0
12619,F,326,34,5,48,0
12620,F,57,10,3,20,0
12621,F,308,28,2,32,0
12622,F,33,2,2,6,0
12623,F,159,28,1,28,0
12624,F,159,34,1,34,0
12625,F,36,12,1,12,0
12626,F,257,26,6,48,0
12627,F,81,20,2,28,0
12628,F,245,12,1,12,0
12629,F,205,24,3,34,0
12630,M,132,32,2,34,0
12631,F,29,24,1,24,0
12632,F,308,10,2,12,0
12633,F,195,12,2,16,0
12634,F,230,2,1,2,0
12635,F,248,34,2,42,0
12636,M,337,8,12,48,0
12637,F,195,12,1,12,0
12638,M,228,12,1,12,0
12639,F,35,36,2,40,0
12640,M,422,14,11,64,0
12641,M,210,34,1,34,0
12642,F,136,24,1,24,0
12643,F,379,34,10,64,0
12644,M,135,14,8,38,0
12645,M,405,14,9,50,0
12646,M,88,10,1,10,0
12647,F,303,2,2,6,1
12648,F,349,28,8,56,0
12649,F,143,10,1,10,0
12650,F,284,8,2,14,0
12651,F,195,12,2,14,0
12652,F,141,24,2,28,0
12653,F,184,6,7,20,0
12654,F,301,2,2,8,0
12655,M,111,14,1,14,0
12656,F,144,4,1,4,0
12657,F,248,10,1,10,0
12658,M,16,8,1,8,0
12659,F,297,12,1,12,0
12660,M,212,10,1,10,0
12661,F,119,10,5,26,0
12662,M,152,16,1,16,0
12663,F,181,16,1,16,0
12664,F,243,2,2,6,0
12665,F,434,14,11,54,0
12666,F,176,12,2,14,0
12667,F,231,24,10,62,0
12668,F,201,32,1,32,0
12669,F,106,16,2,24,0
12670,F,111,18,2,20,0
12671,M,171,2,2,4,0
12672,M,434,14,9,56,0
12673,F,110,10,6,28,0
12674,F,121,12,1,12,0
12675,F,236,6,2,12,0
12676,F,18,16,1,16,0
12677,F,300,10,7,46,0
12678,M,115,16,2,20,0
12679,F,153,32,2,38,0
12680,F,258,10,7,38,0
12681,F,305,2,2,10,1
12682,F,73,14,1,14,0
12683,M,142,12,1,12,0
12684,F,267,16,2,18,0
12685,F,214,6,1,6,0
12686,F,122,12,4,28,0
12687,F,38,4,1,4,0
12688,M,224,16,2,18,0
12689,F,184,18,5,30,0
12690,M,193,14,7,46,0
12691,F,206,26,8,66,0
12692,M,300,6,2,12,0
12693,F,141,12,4,22,0
12694,M,190,12,11,62,0
12695,F,261,14,4,34,0
12696,F,191,6,2,14,0
12697,F,311,30,5,58,0
12698,M,135,16,2,18,0
12699,F,284,10,5,20,0
12700,M,341,2,12,40,1
12701,M,123,24,2,30,0
12702,M,98,12,3,22,0
12703,F,303,16,2,20,0
12704,F,87,8,1,8,0
12705,F,156,4,1,4,0
12706,F,100,2,1,2,0
12707,F,332,12,10,48,0
12708,F,165,12,8,32,1
12709,F,285,36,6,56,0
12710,M,328,10,2,18,0
12711,F,178,10,2,12,0
12712,F,140,10,4,26,0
12713,F,393,14,12,78,0
12714,F,354,4,7,44,0
12715,F,94,26,3,40,0
12716,M,23,4,1,4,0
12717,F,415,10,11,34,0
12718,M,159,10,8,38,1
12719,M,291,14,2,20,0
12720,F,206,18,4,36,0
12721,F,219,12,6,34,0
12722,M,20,10,1,10,0
12723,F,115,14,5,24,0
12724,F,232,30,1,30,0
12725,F,93,14,2,16,0
12726,F,124,4,1,4,0
12727,M,192,12,1,12,0
12728,F,175,4,3,12,0
12729,F,222,34,9,54,0
12730,M,114,10,2,14,0
12731,F,267,12,6,38,0
12732,F,200,16,2,18,0
12733,F,289,4,11,30,0
12734,M,92,6,2,12,0
12735,F,400,26,9,50,0
12736,F,329,16,2,24,0
12737,F,308,18,5,38,0
12738,F,176,22,2,28,0
12739,F,324,10,2,14,0
12740,F,219,34,8,78,0
12741,M,117,8,2,16,0
12742,F,203,6,12,32,0
12743,F,168,8,1,8,0
12744,M,99,4,3,16,0
12745,F,200,12,11,54,0
12746,F,261,6,9,54,0
12747,F,268,8,4,30,1
12748,M,284,12,5,26,0
12749,F,325,4,10,56,0
12750,M,448,32,10,84,0
12751,F,41,28,2,36,0
12752,M,190,4,1,4,0
12753,F,255,12,1,12,0
12754,F,156,16,1,16,0
12755,F,242,14,2,18,0
12756,F,248,10,10,36,0
12757,F,211,4,10,50,0
12758,M,191,12,1,12,0
12759,F,246,16,1,16,0
12760,M,230,4,1,4,1
12761,F,199,4,10,34,0
12762,F,22,2,1,2,1
12763,F,302,18,1,18,0
12764,M,144,12,9,50,0
12765,F,169,16,1,16,0
12766,F,285,14,2,18,0
12767,F,120,4,2,10,0
12768,F,75,4,4,26,1
12769,M,162,8,2,12,1
12770,F,300,10,1,10,0
12771,M,356,4,6,22,1
12772,M,105,18,1,18,0
12773,F,475,4,12,52,0
12774,M,81,10,2,12,0
12775,F,279,4,2,12,0
12776,F,221,26,6,58,0
12777,F,187,28,2,34,0
12778,F,121,12,1,12,0
12779,M,374,28,10,56,0
12780,M,126,14,1,14,0
12781,F,273,16,3,22,0
12782,F,81,8,1,8,0
12783,M,292,10,1,10,0
12784,M,270,4,4,22,1
12785,M,87,34,2,40,0
12786,M,37,12,2,18,0
12787,F,234,10,1,10,0
12788,M,206,14,2,16,0
12789,M,97,12,2,16,0
12790,F,320,10,2,18,0
12791,M,264,4,12,30,1
12792,F,258,12,1,12,0
12793,F,16,14,1,14,0
